time,mac,type,RSSI,uuid
2022-11-13T21:02:41.863736,59:9a:a4:97:1c:e5,random,-68,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T21:02:42.788824,59:9a:a4:97:1c:e5,random,-59,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T21:02:43.636774,59:9a:a4:97:1c:e5,random,-60,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T21:02:45.248871,59:9a:a4:97:1c:e5,random,-57,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T21:02:46.178019,59:9a:a4:97:1c:e5,random,-61,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:27.052031,59:9a:a4:97:1c:e5,random,-56,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:27.604375,59:9a:a4:97:1c:e5,random,-59,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:28.130269,59:9a:a4:97:1c:e5,random,-75,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:29.735148,59:9a:a4:97:1c:e5,random,-60,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:30.343146,59:9a:a4:97:1c:e5,random,-58,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:31.208634,59:9a:a4:97:1c:e5,random,-74,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:31.804194,59:9a:a4:97:1c:e5,random,-59,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:32.397154,59:9a:a4:97:1c:e5,random,-73,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:33.316564,59:9a:a4:97:1c:e5,random,-75,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:33.879148,59:9a:a4:97:1c:e5,random,-60,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:34.523079,59:9a:a4:97:1c:e5,random,-76,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:35.064043,59:9a:a4:97:1c:e5,random,-76,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:36.623313,59:9a:a4:97:1c:e5,random,-68,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:37.588704,59:9a:a4:97:1c:e5,random,-59,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:38.148276,59:9a:a4:97:1c:e5,random,-60,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:38.844295,59:9a:a4:97:1c:e5,random,-62,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:39.601356,59:9a:a4:97:1c:e5,random,-65,0000f22e-0000-1000-8000-00805f9b34fb
2022-11-13T22:06:43.290945,59:9a:a4:97:1c:e5,random,-60,0000f22e-0000-1000-8000-00805f9b34fb
