time,sniffer_zero,sniffer_one,sniffer_two,sniffer_three,label
2023-01-03T17:13:00,0.3951612903225806,0.8955223880597014,0.3333333333333333,0.44776119402985076,2
2023-01-03T17:13:01,0.3387096774193548,0.8656716417910447,0.4166666666666667,0.3283582089552239,2
2023-01-03T17:13:02,0.24193548387096775,0.6268656716417911,0.3012820512820513,0.40298507462686567,2
2023-01-03T17:13:03,0.3064516129032258,0.6343283582089552,0.4551282051282051,0.3582089552238806,2
2023-01-03T17:13:04,0.3064516129032258,0.9104477611940298,0.3653846153846154,0.27611940298507465,2
2023-01-03T17:13:05,0.3306451612903226,0.6044776119402985,0.36538461538461536,0.3283582089552239,2
2023-01-03T17:13:06,0.4516129032258065,0.8656716417910448,0.41666666666666663,0.3656716417910448,2
2023-01-03T17:13:07,0.25806451612903225,0.708955223880597,0.24358974358974358,0.2537313432835821,2
2023-01-03T17:13:08,0.3629032258064516,0.6119402985074627,0.23717948717948717,0.31343283582089554,2
2023-01-03T17:13:09,0.5483870967741935,0.7313432835820896,0.4294871794871795,0.3731343283582089,2
2023-01-03T17:13:10,0.2661290322580645,0.6417910447761194,0.4487179487179487,0.34328358208955223,2
2023-01-03T17:13:11,0.1774193548387097,0.7611940298507462,0.5256410256410257,0.5223880597014925,2
2023-01-03T17:13:12,0.3951612903225806,0.7313432835820896,0.4358974358974359,0.2164179104477612,2
2023-01-03T17:13:13,0.3306451612903226,0.7537313432835822,0.38461538461538464,0.2537313432835821,2
2023-01-03T17:13:14,0.27419354838709675,0.5970149253731343,0.34615384615384615,0.26865671641791045,2
2023-01-03T17:13:15,0.3467741935483871,0.7611940298507462,0.4358974358974359,0.2462686567164179,2
2023-01-03T17:13:16,0.3629032258064516,0.8805970149253731,0.4423076923076923,0.4253731343283582,2
2023-01-03T17:13:17,0.44354838709677424,0.8656716417910447,0.33333333333333337,0.29850746268656714,2
2023-01-03T17:13:18,0.3709677419354839,0.7388059701492538,0.4230769230769231,0.33582089552238803,2
2023-01-03T17:13:19,0.3548387096774194,0.6343283582089552,0.358974358974359,0.3731343283582089,2
2023-01-03T17:13:20,0.3548387096774194,0.8507462686567164,0.39316239316239315,0.3694029850746269,2
2023-01-03T17:13:21,0.3225806451612903,0.7313432835820896,0.5128205128205128,0.3656716417910448,2
2023-01-03T17:13:22,0.41397849462365593,0.7313432835820896,0.3205128205128205,0.23880597014925373,2
2023-01-03T17:13:23,0.3064516129032258,0.8955223880597015,0.5128205128205128,0.34328358208955223,2
2023-01-03T17:13:24,0.22580645161290322,0.7761194029850746,0.41666666666666663,0.33582089552238803,2
2023-01-03T17:13:25,0.3548387096774194,0.7462686567164178,0.4423076923076923,0.3283582089552239,2
2023-01-03T17:13:26,0.3548387096774194,0.8805970149253731,0.5384615384615384,0.23880597014925373,2
2023-01-03T17:13:27,0.4838709677419355,0.6194029850746269,0.33974358974358976,0.30597014925373134,2
2023-01-03T17:13:28,0.47580645161290325,0.8805970149253731,0.35256410256410253,0.30597014925373134,2
2023-01-03T17:13:29,0.3629032258064516,0.7164179104477613,0.4294871794871795,0.291044776119403,2
2023-01-03T17:13:30,0.3548387096774194,0.8582089552238805,0.46153846153846156,0.3582089552238806,2
2023-01-03T17:13:31,0.3306451612903226,0.8656716417910447,0.5512820512820513,0.29850746268656714,2
2023-01-03T17:13:32,0.5,0.8432835820895522,0.4358974358974359,0.23880597014925375,2
2023-01-03T17:13:33,0.43548387096774194,0.582089552238806,0.4487179487179487,0.208955223880597,2
2023-01-03T17:13:34,0.3548387096774194,0.7313432835820896,0.33974358974358976,0.35820895522388063,2
2023-01-03T17:13:35,0.4596774193548387,0.5970149253731343,0.3333333333333333,0.44029850746268656,2
2023-01-03T17:13:36,0.3870967741935484,0.8731343283582089,0.44871794871794873,0.29850746268656714,2
2023-01-03T17:13:37,0.43548387096774194,0.6492537313432836,0.46153846153846156,0.5074626865671642,2
2023-01-03T17:13:38,0.5080645161290323,0.6119402985074627,0.5576923076923077,0.44402985074626866,2
2023-01-03T17:13:39,0.3870967741935484,0.6268656716417911,0.358974358974359,0.3805970149253731,2
2023-01-03T17:13:40,0.3951612903225806,0.753731343283582,0.3269230769230769,0.2835820895522388,2
2023-01-03T17:13:41,0.3629032258064516,0.7761194029850746,0.4294871794871795,0.27611940298507465,2
2023-01-03T17:13:42,0.4032258064516129,0.6567164179104478,0.4423076923076923,0.208955223880597,2
2023-01-03T17:13:43,0.41129032258064513,0.8731343283582089,0.3141025641025641,0.34328358208955223,2
2023-01-03T17:13:44,0.532258064516129,0.8805970149253731,0.5384615384615384,0.35074626865671643,2
2023-01-03T17:13:45,0.47580645161290325,0.9029850746268657,0.532051282051282,0.2537313432835821,2
2023-01-03T17:13:46,0.4193548387096774,0.8805970149253731,0.5192307692307692,0.3880597014925373,2
2023-01-03T17:13:47,0.49193548387096775,0.791044776119403,0.32051282051282054,0.32089552238805974,2
2023-01-03T17:13:48,0.3951612903225806,0.6417910447761195,0.3269230769230769,0.34328358208955223,2
2023-01-03T17:13:49,0.3548387096774194,0.8656716417910447,0.44871794871794873,0.19402985074626866,2
2023-01-03T17:13:50,0.5161290322580645,0.7611940298507462,0.5128205128205128,0.35074626865671643,2
2023-01-03T17:13:51,0.3870967741935484,0.6567164179104478,0.5384615384615385,0.44776119402985076,2
2023-01-03T17:13:52,0.5967741935483871,0.8656716417910447,0.5384615384615384,0.5074626865671642,2
2023-01-03T17:13:53,0.45161290322580644,0.6417910447761194,0.4551282051282052,0.43283582089552236,2
2023-01-03T17:13:54,0.4435483870967742,0.8582089552238805,0.4358974358974359,0.3283582089552239,2
2023-01-03T17:13:55,0.3709677419354839,0.753731343283582,0.44871794871794873,0.5149253731343284,2
2023-01-03T17:13:56,0.4032258064516129,0.6119402985074627,0.32051282051282054,0.4477611940298507,2
2023-01-03T17:13:57,0.3548387096774194,0.7537313432835822,0.5,0.11940298507462686,2
2023-01-03T17:13:58,0.3266129032258065,0.8656716417910447,0.5,0.35820895522388063,2
2023-01-03T17:13:59,0.29838709677419356,0.9104477611940298,0.3717948717948718,0.34328358208955223,2
2023-01-03T17:14:00,0.2903225806451613,0.6417910447761194,0.391025641025641,0.4029850746268656,2
2023-01-03T17:14:01,0.3629032258064516,0.753731343283582,0.40384615384615385,0.5223880597014925,2
2023-01-03T17:14:02,0.3064516129032258,0.7686567164179104,0.5,0.3880597014925373,2
2023-01-03T17:14:03,0.4516129032258065,0.8656716417910447,0.391025641025641,0.26865671641791045,2
2023-01-03T17:14:04,0.33870967741935487,0.8805970149253731,0.2948717948717949,0.3656716417910447,2
2023-01-03T17:14:05,0.3225806451612903,0.7686567164179104,0.5128205128205128,0.3656716417910448,2
2023-01-03T17:14:06,0.3467741935483871,0.7611940298507462,0.35256410256410253,0.2537313432835821,2
2023-01-03T17:14:07,0.4193548387096774,0.7238805970149254,0.41666666666666663,0.3283582089552239,2
2023-01-03T17:14:08,0.33870967741935487,0.582089552238806,0.2692307692307692,0.3582089552238806,2
2023-01-03T17:14:09,0.33064516129032256,0.7313432835820896,0.4294871794871795,0.5373134328358209,2
2023-01-03T17:14:10,0.31451612903225806,0.7164179104477612,0.42307692307692313,0.4477611940298507,2
2023-01-03T17:14:11,0.5806451612903226,0.9029850746268657,0.34615384615384615,0.2462686567164179,2
2023-01-03T17:14:12,0.3709677419354839,0.5970149253731343,0.3076923076923077,0.5373134328358209,2
2023-01-03T17:14:13,0.4274193548387097,0.5970149253731343,0.5128205128205128,0.29104477611940294,2
2023-01-03T17:14:14,0.3225806451612903,0.7164179104477612,0.3333333333333333,0.5223880597014925,2
2023-01-03T17:14:15,0.4516129032258065,0.708955223880597,0.5064102564102564,0.291044776119403,2
2023-01-03T17:14:16,0.3064516129032258,0.7014925373134329,0.4294871794871795,0.35820895522388063,2
2023-01-03T17:14:17,0.43548387096774194,0.7462686567164178,0.5128205128205128,0.3283582089552239,2
2023-01-03T17:14:18,0.2903225806451613,0.5373134328358209,0.42307692307692313,0.417910447761194,2
2023-01-03T17:14:19,0.30645161290322576,0.6567164179104478,0.41666666666666663,0.4253731343283582,2
2023-01-03T17:14:20,0.3467741935483871,0.753731343283582,0.3076923076923077,0.47761194029850745,2
2023-01-03T17:14:21,0.3225806451612903,0.5970149253731343,0.4423076923076923,0.35820895522388063,2
2023-01-03T17:14:22,0.3064516129032258,0.5970149253731343,0.33974358974358976,0.291044776119403,2
2023-01-03T17:14:23,0.3870967741935484,0.8208955223880597,0.375,0.3731343283582089,2
2023-01-03T17:14:24,0.3951612903225806,0.7462686567164178,0.41025641025641024,0.22388059701492535,2
2023-01-03T17:14:25,0.5,0.835820895522388,0.3846153846153846,0.47761194029850745,2
2023-01-03T17:14:26,0.4193548387096774,0.7238805970149254,0.5,0.3805970149253731,2
2023-01-03T17:14:27,0.3548387096774194,0.6119402985074627,0.4358974358974359,0.417910447761194,2
2023-01-03T17:14:28,0.3870967741935484,0.8208955223880597,0.5384615384615384,0.5223880597014925,2
2023-01-03T17:14:29,0.4758064516129032,0.6417910447761195,0.3333333333333333,0.3880597014925373,2
2023-01-03T17:14:30,0.4032258064516129,0.6268656716417911,0.3141025641025641,0.5223880597014925,2
2023-01-03T17:14:31,0.3870967741935484,0.6268656716417911,0.3141025641025641,0.3582089552238806,2
2023-01-03T17:14:32,0.3548387096774194,0.7313432835820896,0.34615384615384615,0.35074626865671643,2
2023-01-03T17:14:33,0.4435483870967742,0.6417910447761194,0.42307692307692313,0.4477611940298507,2
2023-01-03T17:14:34,0.3467741935483871,0.582089552238806,0.4423076923076923,0.2164179104477612,2
2023-01-03T17:14:35,0.3709677419354839,0.6268656716417911,0.358974358974359,0.23880597014925373,2
2023-01-03T17:14:36,0.3709677419354839,0.6119402985074627,0.46153846153846156,0.4477611940298507,2
2023-01-03T17:14:37,0.3548387096774194,0.8582089552238806,0.46794871794871795,0.3656716417910448,2
2023-01-03T17:14:38,0.5967741935483871,0.5970149253731343,0.3974358974358974,0.2164179104477612,2
2023-01-03T17:14:39,0.47580645161290325,0.8432835820895522,0.3717948717948718,0.31343283582089554,2
2023-01-03T17:14:40,0.5564516129032258,0.8208955223880597,0.4230769230769231,0.3955223880597015,2
2023-01-03T17:14:41,0.4032258064516129,0.8731343283582089,0.5256410256410255,0.31343283582089554,2
2023-01-03T17:14:42,0.5161290322580645,0.7462686567164178,0.5384615384615384,0.29850746268656714,2
2023-01-03T17:14:43,0.45161290322580644,0.7164179104477612,0.5512820512820513,0.4328358208955224,2
2023-01-03T17:14:44,0.47580645161290325,0.7238805970149254,0.532051282051282,0.47761194029850745,2
2023-01-03T17:14:45,0.49193548387096775,0.6119402985074627,0.35256410256410253,0.4626865671641791,2
2023-01-03T17:14:46,0.45967741935483875,0.7611940298507462,0.3782051282051282,0.3731343283582089,2
2023-01-03T17:14:47,0.532258064516129,0.664179104477612,0.2564102564102564,0.28358208955223885,2
2023-01-03T17:14:48,0.41129032258064513,0.8656716417910448,0.30128205128205127,0.34328358208955223,2
2023-01-03T17:14:49,0.3951612903225806,0.6119402985074627,0.23076923076923078,0.3805970149253731,2
2023-01-03T17:14:50,0.4032258064516129,0.6268656716417911,0.35256410256410253,0.291044776119403,2
2023-01-03T17:14:51,0.41935483870967744,0.7388059701492538,0.4423076923076923,0.5,2
2023-01-03T17:14:52,0.5161290322580645,0.6119402985074627,0.3076923076923077,0.23880597014925373,2
2023-01-03T17:14:53,0.4596774193548387,0.8656716417910447,0.3717948717948718,0.4925373134328358,2
2023-01-03T17:14:54,0.467741935483871,0.8805970149253731,0.3205128205128205,0.23880597014925373,2
2023-01-03T17:14:55,0.3709677419354839,0.753731343283582,0.26282051282051283,0.32089552238805974,2
